Country,Year,fertility,life,pop_growth,population,child_mortality,child_mortality_rate,gdp,gdp_growth,region,long,lat
Channel Islands,1986,1.441,74.678,0.010608,134898,19.26,0.01926,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1987,1.446,74.871,0.01109,136394,18.73,0.01873,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1988,1.452,75.074,0.010719,137856,18.2,0.0182,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1989,1.457,75.287,0.009285,139136,17.67,0.01767,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1990,1.46,75.507,0.007194,140137,17.15,0.01715,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1991,1.461,75.726,0.00476,140804,16.64,0.01664,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1992,1.457,75.94,0.002663,141179,16.16,0.01616,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1993,1.45,76.143,0.001452,141384,15.7,0.0157,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1994,1.441,76.338,0.001485,141594,15.28,0.01528,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1995,1.43,76.528,0.002401,141934,14.89,0.01489,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1996,1.42,76.72,0.003621,142448,14.51,0.01451,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1997,1.411,76.921,0.004591,143102,14.12,0.01412,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1998,1.405,77.136,0.005206,143847,13.74,0.01374,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,1999,1.402,77.366,0.005283,144607,13.34,0.01334,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2000,1.402,77.612,0.005,145330,12.93,0.01293,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2001,1.404,77.871,0.004576,145995,12.51,0.01251,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2002,1.408,78.139,0.004322,146626,12.08,0.01208,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2003,1.411,78.407,0.004338,147262,11.66,0.01166,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2004,1.413,78.672,0.00476,147963,11.26,0.01126,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2005,1.415,78.925,0.005407,148763,10.88,0.01088,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2006,1.417,79.16,0.006178,149682,10.54,0.01054,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2007,1.42,79.375,0.006728,150689,10.24,0.01024,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2008,1.424,79.57,0.006742,151705,9.97,0.00997,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2009,1.43,79.745,0.006018,152618,9.75,0.00975,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2010,1.436,79.902,0.004809,153352,9.57,0.00957,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2011,1.444,80.047,0.003417,153876,9.41,0.00941,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2012,1.451,80.186,0.002223,154218,9.27,0.00927,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Channel Islands,2013,1.459,80.324,0.001388,154432,9.13,0.00913,,#DIV/0!,Europe & Central Asia,49.4632,-2.5827
Chile,1964,5.185,58.756,#NAME?,8457066,126.8,0.1268,6537,#NAME?,America,-23.176,-69.201
Chile,1965,5,59.258,0.023492,8655738,115.9,0.1159,6451,-0.013155882,America,-23.176,-69.201
Chile,1966,4.799,59.782,0.022329,8849016,104.5,0.1045,7026,0.089133468,America,-23.176,-69.201
Chile,1967,4.593,60.321,0.021246,9037026,94.1,0.0941,7114,0.012524907,America,-23.176,-69.201
Chile,1968,4.392,60.874,0.020285,9220343,86.2,0.0862,7231,0.016446444,America,-23.176,-69.201
Chile,1969,4.202,61.441,0.019509,9400225,81.7,0.0817,7364,0.01839303,America,-23.176,-69.201
Chile,1970,4.023,62.024,0.018866,9577572,79.6,0.0796,7382,0.002444324,America,-23.176,-69.201
Chile,1971,3.851,62.631,0.018311,9752949,78.4,0.0784,7906,0.070983473,America,-23.176,-69.201
Chile,1972,3.679,63.266,0.017738,9925950,77,0.077,7674,-0.029344801,America,-23.176,-69.201
Chile,1973,3.504,63.931,0.01708,10095485,74.6,0.0746,7123,-0.071800886,America,-23.176,-69.201
Chile,1974,3.33,64.622,0.016299,10260027,70.6,0.0706,7070,-0.007440685,America,-23.176,-69.201
Chile,1975,3.163,65.339,0.015483,10418880,64.7,0.0647,6058,-0.143140028,America,-23.176,-69.201
Chile,1976,3.013,66.081,0.014658,10571597,57.1,0.0571,6168,0.018157808,America,-23.176,-69.201
Chile,1977,2.887,66.839,0.014014,10719748,48.8,0.0488,6675,0.082198444,America,-23.176,-69.201
Chile,1978,2.788,67.6,0.013751,10867152,41.7,0.0417,7122,0.066966292,America,-23.176,-69.201
Chile,1979,2.718,68.35,0.013965,11018910,36.8,0.0368,7603,0.067537209,America,-23.176,-69.201
Chile,1980,2.675,69.07,0.014512,11178817,33.2,0.0332,8088,0.063790609,America,-23.176,-69.201
Chile,1981,2.656,69.742,0.015174,11348442,30.1,0.0301,8454,0.045252226,America,-23.176,-69.201
Chile,1982,2.65,70.357,0.015758,11527274,27,0.027,7182,-0.15046132,America,-23.176,-69.201
Chile,1983,2.651,70.91,0.016237,11714442,24.6,0.0246,6867,-0.043859649,America,-23.176,-69.201
Chile,1984,2.655,71.401,0.016539,11908189,23.1,0.0231,7160,0.042667832,America,-23.176,-69.201
Chile,1985,2.657,71.833,0.016714,12107225,22.4,0.0224,7193,0.004608939,America,-23.176,-69.201
Chile,1986,2.656,72.218,0.016803,12310666,22.1,0.0221,7483,0.040316975,America,-23.176,-69.201
Chile,1987,2.653,72.571,0.016917,12518930,21.9,0.0219,7851,0.049178137,America,-23.176,-69.201
Chile,1988,2.649,72.909,0.017132,12733409,21.4,0.0214,8288,0.055661699,America,-23.176,-69.201
Chile,1989,2.64,73.238,0.017488,12956088,20.4,0.0204,9016,0.087837838,America,-23.176,-69.201
Chile,1990,2.624,73.56,0.017886,13187821,19.1,0.0191,9193,0.019631766,America,-23.176,-69.201
Chile,1991,2.597,73.871,0.018312,13429315,17.7,0.0177,9747,0.060263244,America,-23.176,-69.201
Chile,1992,2.559,74.56,0.018546,13678373,16.4,0.0164,10744,0.102287883,America,-23.176,-69.201
Chile,1993,2.51,74.64,0.018351,13929390,15.1,0.0151,11287,0.050539836,America,-23.176,-69.201
Chile,1994,2.453,75.12,0.017625,14174890,14,0.014,11725,0.038805706,America,-23.176,-69.201
Chile,1995,2.388,75.04,0.016545,14409416,13.1,0.0131,12759,0.088187633,America,-23.176,-69.201
Chile,1996,2.321,75.36,0.015362,14630769,12.5,0.0125,13498,0.0579199,America,-23.176,-69.201
Chile,1997,2.254,75.93,0.014303,14840038,12.2,0.0122,14186,0.050970514,America,-23.176,-69.201
Chile,1998,2.192,76.05,0.013418,15039162,12,0.012,14450,0.018609897,America,-23.176,-69.201
Chile,1999,2.135,76.25,0.012793,15231557,11.5,0.0115,14159,-0.020138408,America,-23.176,-69.201
Chile,2000,2.087,77.01,0.01236,15419820,10.9,0.0109,14614,0.032135038,America,-23.176,-69.201
Chile,2001,2.047,76.86,0.011957,15604200,10.3,0.0103,14925,0.021280963,America,-23.176,-69.201
Chile,2002,2.014,77.42,0.011522,15783991,9.8,0.0098,15075,0.010050251,America,-23.176,-69.201
Chile,2003,1.985,77.48,0.011138,15959793,9.5,0.0095,15499,0.028126036,America,-23.176,-69.201
Chile,2004,1.96,77.53,0.010803,16132209,9.3,0.0093,16260,0.049099942,America,-23.176,-69.201
Chile,2005,1.939,77.93,0.010508,16301726,9.1,0.0091,16985,0.044587946,America,-23.176,-69.201
Chile,2006,1.92,78.337,0.010241,16468677,9,0.009,17554,0.033500147,America,-23.176,-69.201
Chile,2007,1.903,78.452,0.009993,16633254,8.9,0.0089,18278,0.041244161,America,-23.176,-69.201
Chile,2008,1.888,78.561,0.00976,16795593,8.9,0.0089,18698,0.022978444,America,-23.176,-69.201
Chile,2009,1.873,78.936,0.009535,16955737,8.8,0.0088,18329,-0.019734731,America,-23.176,-69.201
Chile,2010,1.858,79.168,0.009315,17113688,8.8,0.0088,19204,0.047738556,America,-23.176,-69.201
Chile,2011,1.844,79.425,0.009106,17269525,8.7,0.0087,20141,0.048791918,America,-23.176,-69.201
Chile,2012,1.832,79.691,0.008899,17423214,8.6,0.0086,21050,0.045131821,America,-23.176,-69.201
Chile,2013,1.82,79.955,0.008681,17574464,8.4,0.0084,21746,0.033064133,America,-23.176,-69.201
China,1964,6.12,53.32072,#NAME?,696171650,130.77,0.13077,713,#NAME?,East Asia & Pacific,35.1753,99.3877
China,1965,6.022,55.6468,0.02028,710290299,115.43,0.11543,772,0.082748948,East Asia & Pacific,35.1753,99.3877
China,1966,6.211,56.8032,0.024371,727601056,120.8,0.1208,826,0.069948187,East Asia & Pacific,35.1753,99.3877
China,1967,5.252,58.38112,0.027594,747678772,126.42,0.12642,719,-0.129539952,East Asia & Pacific,35.1753,99.3877
China,1968,6.37,59.4052,0.029408,769666505,132.3,0.1323,669,-0.069541029,East Asia & Pacific,35.1753,99.3877
China,1969,5.67,60.9652,0.029418,792308749,119.1,0.1191,732,0.094170404,East Asia & Pacific,35.1753,99.3877
China,1970,5.746,62.6508,0.028163,814622841,113.3,0.1133,848,0.158469945,East Asia & Pacific,35.1753,99.3877
China,1971,5.396,63.73736,0.026771,836431505,107.7,0.1077,876,0.033018868,East Asia & Pacific,35.1753,99.3877
China,1972,4.92,63.11888,0.025552,857804035,102.1,0.1021,843,-0.037671233,East Asia & Pacific,35.1753,99.3877
China,1973,4.506,62.7808,0.023899,878305091,96.5,0.0965,894,0.060498221,East Asia & Pacific,35.1753,99.3877
China,1974,4.15,62.4996,0.021831,897479153,90.9,0.0909,888,-0.006711409,East Asia & Pacific,35.1753,99.3877
China,1975,3.576,62.69888,0.019568,915040954,85.2,0.0852,920,0.036036036,East Asia & Pacific,35.1753,99.3877
China,1976,3.254,62.43736,0.017162,930744699,79.8,0.0798,891,-0.031521739,East Asia & Pacific,35.1753,99.3877
China,1977,2.866,63.96736,0.015022,944726607,74.6,0.0746,904,0.014590348,East Asia & Pacific,35.1753,99.3877
China,1978,2.743,64.24432,0.01361,957584105,70,0.07,1016,0.123893805,East Asia & Pacific,35.1753,99.3877
China,1979,2.798,65.08536,0.013153,970179212,65.9,0.0659,1059,0.042322835,East Asia & Pacific,35.1753,99.3877
China,1980,2.316,66.12216,0.013391,983170638,62.4,0.0624,1073,0.013220019,East Asia & Pacific,35.1753,99.3877
China,1981,2.713,66.44976,0.013728,996667562,59.6,0.0596,1099,0.024231128,East Asia & Pacific,35.1753,99.3877
China,1982,2.618,67.588,0.013954,1010574797,57.4,0.0574,1175,0.069153776,East Asia & Pacific,35.1753,99.3877
China,1983,2.72,67.848,0.014364,1025090475,55.7,0.0557,1229,0.045957447,East Asia & Pacific,35.1753,99.3877
China,1984,2.769,68.1,0.014933,1040397958,54.6,0.0546,1456,0.184703011,East Asia & Pacific,35.1753,99.3877
China,1985,2.811,68.344,0.015553,1056579219,54,0.054,1557,0.069368132,East Asia & Pacific,35.1753,99.3877
China,1986,2.826,68.581,0.016291,1073792041,53.7,0.0537,1604,0.030186256,East Asia & Pacific,35.1753,99.3877
China,1987,2.806,68.81,0.016868,1091904967,53.7,0.0537,1652,0.029925187,East Asia & Pacific,35.1753,99.3877
China,1988,2.745,69.032,0.016883,1110339206,53.9,0.0539,1597,-0.033292978,East Asia & Pacific,35.1753,99.3877
China,1989,2.644,69.248,0.016174,1128297564,54,0.054,1474,-0.077019411,East Asia & Pacific,35.1753,99.3877
China,1990,2.506,69.452,0.014976,1145195229,53.8,0.0538,1516,0.028493894,East Asia & Pacific,35.1753,99.3877
China,1991,2.342,69.638,0.013626,1160799514,53.3,0.0533,1634,0.077836412,East Asia & Pacific,35.1753,99.3877
China,1992,2.171,69.805,0.012432,1175230312,52.4,0.0524,1845,0.129130967,East Asia & Pacific,35.1753,99.3877
China,1993,2.009,69.96,0.011451,1188687527,51,0.051,2078,0.126287263,East Asia & Pacific,35.1753,99.3877
China,1994,1.865,70.115,0.010798,1201522570,49.3,0.0493,2323,0.117901829,East Asia & Pacific,35.1753,99.3877
China,1995,1.746,70.295,0.010374,1213986610,47.5,0.0475,2551,0.098148945,East Asia & Pacific,35.1753,99.3877
China,1996,1.656,70.529,0.010007,1226134423,45.6,0.0456,2775,0.087808702,East Asia & Pacific,35.1753,99.3877
China,1997,1.591,70.832,0.009555,1237849861,43.6,0.0436,3000,0.081081081,East Asia & Pacific,35.1753,99.3877
China,1998,1.546,71.208,0.009024,1249020152,41.5,0.0415,3205,0.068333333,East Asia & Pacific,35.1753,99.3877
China,1999,1.52,71.646,0.008372,1259476966,39.3,0.0393,3419,0.066770671,East Asia & Pacific,35.1753,99.3877
China,2000,1.51,72.124,0.007654,1269116737,36.9,0.0369,3678,0.075753144,East Asia & Pacific,35.1753,99.3877
China,2001,1.514,72.609,0.006924,1277903627,34.3,0.0343,3955,0.07531267,East Asia & Pacific,35.1753,99.3877
China,2002,1.527,73.064,0.006284,1285933789,31.6,0.0316,4285,0.083438685,East Asia & Pacific,35.1753,99.3877
China,2003,1.546,73.462,0.005803,1293396654,28.9,0.0289,4685,0.093348891,East Asia & Pacific,35.1753,99.3877
China,2004,1.566,73.793,0.005532,1300552134,26.3,0.0263,5127,0.09434365,East Asia & Pacific,35.1753,99.3877
China,2005,1.585,74.053,0.005414,1307593489,24,0.024,5675,0.106885118,East Asia & Pacific,35.1753,99.3877
China,2006,1.602,74.253,0.005344,1314581402,21.9,0.0219,6360,0.120704846,East Asia & Pacific,35.1753,99.3877
China,2007,1.617,74.418,0.005249,1321481935,20.1,0.0201,7225,0.136006289,East Asia & Pacific,35.1753,99.3877
China,2008,1.63,74.57,0.005141,1328275524,18.5,0.0185,7880,0.090657439,East Asia & Pacific,35.1753,99.3877
China,2009,1.642,74.718,0.004994,1334908820,17,0.017,8565,0.086928934,East Asia & Pacific,35.1753,99.3877
China,2010,1.65,74.868,0.004814,1341335152,15.7,0.0157,9430,0.100992411,East Asia & Pacific,35.1753,99.3877
China,2011,1.657,75.023,0.004645,1347565324,14.5,0.0145,10274,0.089501591,East Asia & Pacific,35.1753,99.3877
China,2012,1.663,75.178,0.004479,1353600687,13.4,0.0134,11017,0.072318474,East Asia & Pacific,35.1753,99.3877
China,2013,1.668,75.331,0.004261,1359368470,12.3,0.0123,11805,0.071525824,East Asia & Pacific,35.1753,99.3877
Colombia,1964,6.661,58.672,#NAME?,18019927,116.7,0.1167,3749,#NAME?,America,3.794,-73.606
Colombia,1965,6.559,59.094,0.029734,18555731,114,0.114,3777,0.007468658,America,3.794,-73.606
Colombia,1966,6.422,59.494,0.029548,19104020,111.1,0.1111,3868,0.024093196,America,3.794,-73.606
Colombia,1967,6.25,59.871,0.029261,19663029,108,0.108,3893,0.006463289,America,3.794,-73.606
Colombia,1968,6.05,60.226,0.028622,20225830,104.6,0.1046,4021,0.032879527,America,3.794,-73.606
Colombia,1969,5.83,60.568,0.027569,20783427,101.1,0.1011,4162,0.035065904,America,3.794,-73.606
Colombia,1970,5.599,60.903,0.026289,21329811,97.6,0.0976,4325,0.039163864,America,3.794,-73.606
Colombia,1971,5.37,61.241,0.024936,21861689,94,0.094,4484,0.036763006,America,3.794,-73.606
Colombia,1972,5.153,61.591,0.023795,22381887,90.4,0.0904,4731,0.055084746,America,3.794,-73.606
Colombia,1973,4.956,61.959,0.023065,22898136,86.7,0.0867,4952,0.046713168,America,3.794,-73.606
Colombia,1974,4.782,62.353,0.022862,23421644,82.8,0.0828,5161,0.04220517,America,3.794,-73.606
Colombia,1975,4.631,62.785,0.023011,23960605,78.7,0.0787,5208,0.009106762,America,3.794,-73.606
Colombia,1976,4.497,63.265,0.023234,24517307,74.3,0.0743,5382,0.033410138,America,3.794,-73.606
Colombia,1977,4.372,63.79,0.023339,25089511,69.9,0.0699,5544,0.030100334,America,3.794,-73.606
Colombia,1978,4.247,64.349,0.023351,25675364,65.5,0.0655,5953,0.073773449,America,3.794,-73.606
Colombia,1979,4.121,64.927,0.023214,26271401,61.3,0.0613,6200,0.041491685,America,3.794,-73.606
Colombia,1980,3.993,65.501,0.022972,26874906,57.4,0.0574,6373,0.027903226,America,3.794,-73.606
Colombia,1981,3.867,66.044,0.022726,27485678,53.7,0.0537,6441,0.010670014,America,3.794,-73.606
Colombia,1982,3.744,66.536,0.022505,28104254,50.3,0.0503,6405,-0.005589194,America,3.794,-73.606
Colombia,1983,3.63,66.96,0.022243,28729367,47.3,0.0473,6421,0.002498048,America,3.794,-73.606
Colombia,1984,3.525,67.311,0.021935,29359535,44.6,0.0446,6518,0.015106681,America,3.794,-73.606
Colombia,1985,3.43,67.585,0.021594,29993539,42.3,0.0423,6613,0.014575023,America,3.794,-73.606
Colombia,1986,3.347,67.785,0.021245,30630754,40.3,0.0403,6887,0.04143354,America,3.794,-73.606
Colombia,1987,3.275,67.935,0.020897,31270841,38.7,0.0387,7158,0.039349499,America,3.794,-73.606
Colombia,1988,3.211,68.058,0.020543,31913250,37.4,0.0374,7371,0.029756915,America,3.794,-73.606
Colombia,1989,3.155,68.17,0.020188,32557521,36.2,0.0362,7519,0.020078687,America,3.794,-73.606
Colombia,1990,3.104,68.292,0.019836,33203321,35.1,0.0351,7752,0.030988163,America,3.794,-73.606
Colombia,1991,3.057,68.444,0.019475,33849971,34.1,0.0341,7776,0.003095975,America,3.794,-73.606
Colombia,1992,3.012,68.632,0.019124,34497319,33.1,0.0331,8014,0.030606996,America,3.794,-73.606
Colombia,1993,2.966,68.86,0.01881,35146220,32.1,0.0321,8052,0.004741702,America,3.794,-73.606
Colombia,1994,2.92,69.128,0.018544,35797965,31,0.031,8366,0.038996523,America,3.794,-73.606
Colombia,1995,2.872,69.433,0.018308,36453337,30,0.03,8643,0.033110208,America,3.794,-73.606
Colombia,1996,2.823,69.761,0.018086,37112621,28.9,0.0289,8664,0.002429712,America,3.794,-73.606
Colombia,1997,2.775,70.096,0.017849,37775054,27.9,0.0279,8804,0.016158818,America,3.794,-73.606
Colombia,1998,2.727,70.423,0.017579,38439099,26.9,0.0269,8701,-0.011699228,America,3.794,-73.606
Colombia,1999,2.682,70.734,0.017262,39102653,26,0.026,8194,-0.058269164,America,3.794,-73.606
Colombia,2000,2.64,71.026,0.016917,39764166,25.1,0.0251,8414,0.026848914,America,3.794,-73.606
Colombia,2001,2.603,71.3,0.016558,40422597,24.3,0.0243,8415,0.00011885,America,3.794,-73.606
Colombia,2002,2.57,71.562,0.016217,41078136,23.6,0.0236,8488,0.008674985,America,3.794,-73.606
Colombia,2003,2.542,71.817,0.015915,41731914,22.9,0.0229,8683,0.02297361,America,3.794,-73.606
Colombia,2004,2.518,72.066,0.015667,42385712,22.2,0.0222,9005,0.037083957,America,3.794,-73.606
Colombia,2005,2.496,72.309,0.01545,43040558,21.5,0.0215,9286,0.031204886,America,3.794,-73.606
Colombia,2006,2.475,72.545,0.015241,43696540,20.9,0.0209,9759,0.050936894,America,3.794,-73.606
Colombia,2007,2.454,72.775,0.015008,44352327,20.3,0.0203,10278,0.053181678,America,3.794,-73.606
Colombia,2008,2.43,72.997,0.014733,45005782,19.7,0.0197,10489,0.020529286,America,3.794,-73.606
Colombia,2009,2.405,73.213,0.014404,45654044,19.1,0.0191,10511,0.002097435,America,3.794,-73.606
Colombia,2010,2.376,73.424,0.014036,46294841,18.5,0.0185,10777,0.025306821,America,3.794,-73.606
Colombia,2011,2.346,73.631,0.013658,46927125,18,0.018,11332,0.051498562,America,3.794,-73.606
Colombia,2012,2.316,73.835,0.013288,47550708,17.4,0.0174,11636,0.026826685,America,3.794,-73.606
Colombia,2013,2.286,74.038,0.012923,48165221,16.9,0.0169,12054,0.035922998,America,3.794,-73.606
Comoros,1964,6.975,45.037,#NAME?,207856,277.16,0.27716,1342,#NAME?,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1965,7.004,45.44,0.020404,212097,266.1,0.2661,1308,-0.02533532,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1966,7.027,45.858,0.021834,216728,255.47,0.25547,1416,0.082568807,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1967,7.044,46.295,0.023195,221755,245.27,0.24527,1530,0.080508475,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1968,7.055,46.754,0.02399,227075,235.48,0.23548,1494,-0.023529412,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1969,7.06,47.23,0.024018,232529,226.07,0.22607,1425,-0.046184739,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1970,7.061,47.717,0.023666,238032,227.1,0.2271,1425,0,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1971,7.06,48.204,0.022892,243481,221.8,0.2218,1453,0.019649123,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1972,7.058,48.68,0.022667,249000,217.1,0.2171,1452,-0.000688231,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1973,7.055,49.139,0.024084,254997,212.4,0.2124,1522,0.048209366,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1974,7.052,49.576,0.027581,262030,207.7,0.2077,1525,0.001971091,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1975,7.054,49.993,0.032199,270467,202.7,0.2027,1575,0.032786885,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1976,7.065,50.394,0.036962,280464,197.7,0.1977,1523,-0.033015873,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1977,7.084,50.786,0.040476,291816,192.3,0.1923,1522,-0.000656599,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1978,7.106,51.176,0.041996,304071,186.8,0.1868,1504,-0.011826544,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1979,7.126,51.569,0.041145,316582,181.1,0.1811,1583,0.052526596,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1980,7.129,51.967,0.038786,328861,175.3,0.1753,1636,0.033480733,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1981,7.102,52.375,0.036237,340778,169.4,0.1694,1640,0.002444988,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1982,7.033,52.79,0.034151,352416,163.6,0.1636,1686,0.02804878,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1983,6.921,53.209,0.032186,363759,157.9,0.1579,1712,0.015421115,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1984,6.766,53.625,0.030495,374852,152.4,0.1524,1730,0.010514019,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1985,6.576,54.029,0.029046,385740,147.2,0.1472,1719,-0.006358382,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1986,6.362,54.41,0.027612,396391,142.2,0.1422,1703,-0.009307737,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1987,6.141,54.761,0.026254,406798,137.6,0.1376,1687,-0.009395185,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1988,5.928,55.078,0.025268,417077,133.2,0.1332,1689,0.001185536,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1989,5.735,55.362,0.024732,427392,129.1,0.1291,1621,-0.040260509,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1990,5.573,55.615,0.02453,437876,125.1,0.1251,1595,-0.016039482,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1991,5.447,55.846,0.024436,448576,121.2,0.1212,1473,-0.076489028,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1992,5.355,56.065,0.024386,459515,117.2,0.1172,1561,0.059742023,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1993,5.293,56.282,0.024482,470765,113.6,0.1136,1569,0.00512492,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1994,5.257,56.503,0.024717,482401,110.5,0.1105,1451,-0.075207138,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1995,5.246,56.729,0.025052,494486,107.8,0.1078,1467,0.011026878,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1996,5.253,56.961,0.025432,507062,105.6,0.1056,1413,-0.036809816,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1997,5.27,57.196,0.025813,520151,104,0.104,1434,0.014861996,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1998,5.289,57.431,0.026152,533754,102.7,0.1027,1416,-0.012552301,Sub-Saharan Africa,-11.6527,43.3307
Comoros,1999,5.306,57.666,0.026435,547864,101.8,0.1018,1407,-0.006355932,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2000,5.315,57.9,0.026658,562469,101.1,0.1011,1391,-0.011371713,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2001,5.313,58.135,0.026846,577569,100.8,0.1008,1517,0.090582315,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2002,5.303,58.37,0.027011,593170,100.8,0.1008,1513,-0.002636783,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2003,5.283,58.605,0.027144,609271,100.4,0.1004,1505,-0.005287508,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2004,5.254,58.84,0.027254,625876,99.4,0.0994,1495,-0.006644518,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2005,5.216,59.075,0.027319,642974,97.8,0.0978,1498,0.002006689,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2006,5.168,59.309,0.027349,660559,95.7,0.0957,1499,0.000667557,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2007,5.112,59.541,0.027315,678602,93.5,0.0935,1472,-0.018012008,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2008,5.051,59.771,0.027162,697034,91.2,0.0912,1440,-0.02173913,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2009,4.986,59.999,0.026885,715774,88.5,0.0885,1431,-0.00625,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2010,4.919,60.223,0.026511,734750,86,0.086,1426,-0.00349406,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2011,4.85,60.444,0.026122,753943,83.3,0.0833,1427,0.000701262,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2012,4.782,60.661,0.025733,773344,80.9,0.0809,1435,0.005606167,Sub-Saharan Africa,-11.6527,43.3307
Comoros,2013,4.714,60.874,0.025304,792913,78.3,0.0783,1450,0.010452962,Sub-Saharan Africa,-11.6527,43.3307
"Congo, Dem. Rep.",1964,6.067,41.995,#NAME?,17065408,259.55,0.25955,2108,#NAME?,Sub-Saharan Africa,-1.418,23.607
"Congo, Dem. Rep.",1965,6.089,42.257,0.028005,17543319,257.96,0.25796,2016,-0.043643264,Sub-Saharan Africa,-1.418,23.607
"Congo, Dem. Rep.",1966,6.111,42.549,0.028787,18048341,256.38,0.25638,2085,0.03422619,Sub-Saharan Africa,-1.418,23.607
"Congo, Dem. Rep.",1967,6.135,42.868,0.029403,18579012,254.81,0.25481,1999,-0.041247002,Sub-Saharan Africa,-1.418,23.607
"Congo, Dem. Rep.",1968,6.161,43.208,0.029666,19130171,253.25,0.25325,2062,0.031515758,Sub-Saharan Africa,-1.418,23.607
"Congo, Dem. Rep.",1969,6.187,43.563,0.029498,19694467,251.7,0.2517,2160,0.047526673,Sub-Saharan Africa,-1.418,23.607
